,matchID,WIN,GOLDEARNED_x,TOTALMINIONSKILLED_x,KILLS_x,ASSISTS_x,DEATHS_x,VISIONSCORE_x,TOTALDAMAGEDEALTTOCHAMPIONS_x,GOLDEARNED_y,TOTALMINIONSKILLED_y,KILLS_y,ASSISTS_y,DEATHS_y,VISIONSCORE_y,TOTALDAMAGEDEALTTOCHAMPIONS_y
0,1001288357,1,41019,526,21,24,5,107,51758,31550,467,5,4,21,75,42125
1,1001303651,1,59825,520,39,76,22,135,95004,46640,486,22,26,39,124,85366
2,1001341779,1,58452,708,28,46,18,173,70753,51776,723,18,28,28,197,56590
3,1001406448,1,62365,516,50,58,35,181,104271,55554,569,35,49,50,147,109302
4,1001432370,1,51374,586,30,52,13,148,69060,40703,556,12,11,30,133,34896
5,1001455901,1,73151,769,42,64,45,236,144207,72007,646,45,85,42,217,127558
6,1001523427,1,88405,865,47,74,35,246,158531,74349,783,35,57,47,244,155536
7,1002263439,1,41676,595,30,20,11,72,70541,36185,653,13,13,22,60,53183
8,1002294892,1,58217,627,35,58,24,140,76971,47907,566,24,42,35,125,69252
9,1002299033,1,68046,651,35,72,32,193,99762,69771,760,32,46,35,158,79256
10,1002306302,1,63882,644,39,71,22,175,99872,51377,588,22,41,39,193,69219
11,1002341459,1,47339,473,24,39,15,141,75501,37110,411,15,22,24,134,60132
12,1002364834,1,47040,593,22,36,10,164,60162,39800,526,10,11,22,124,43840
13,1002509610,1,74159,816,33,51,28,233,117183,71795,790,28,41,33,282,113567
14,1002595199,1,59900,573,35,68,24,159,106317,48282,574,24,30,37,143,83352
15,1002646781,1,46019,512,27,40,22,115,47653,37541,381,22,33,27,95,47508
16,1002652218,1,56233,559,34,52,28,171,89095,48677,482,28,60,34,125,80164
17,1002654891,1,56410,519,38,58,22,159,85946,44686,453,22,38,38,116,69713
18,1002686340,1,50614,558,26,44,20,118,62896,42211,547,20,24,26,137,67419
19,1002710091,1,61535,750,25,43,16,195,75190,53837,740,16,24,25,170,50740
20,1002722283,1,39029,483,21,21,7,98,43904,29150,416,7,9,21,86,32275
21,1002783195,1,53089,585,20,34,15,187,63342,42044,579,15,23,20,157,55902
22,1002798034,1,54177,650,29,52,18,177,84485,47521,614,18,18,29,144,61805
23,1002823409,1,15296,39,9,17,6,52,13028,10399,32,1,9,13,32,9370
24,1022426664,1,62261,668,34,49,23,182,91458,56109,634,23,24,34,171,82609
25,1022435596,1,43499,474,27,24,14,106,49891,32357,431,14,19,27,80,39930
26,1022451010,1,63438,564,43,69,27,174,97796,50046,594,27,40,43,137,84555
27,1022469351,1,52496,598,22,36,12,150,78428,40845,584,12,27,22,93,50534
28,1022511422,1,41225,519,19,32,8,110,46704,32715,489,8,9,19,89,35740
29,1024409452,1,65545,603,50,74,43,195,132351,63409,598,43,55,50,173,125257
30,1024424350,1,57090,621,31,37,14,139,71637,37718,505,14,23,31,97,47548
31,1024957864,1,78595,599,63,84,47,99,155258,73975,616,47,70,63,177,192272
32,1024972842,1,24683,339,10,9,8,47,28899,18022,241,6,4,9,22,17378
33,1025182939,1,45997,392,31,61,12,119,57081,35627,412,12,8,31,101,40778
34,1025437971,1,69386,797,25,52,21,220,91034,60957,753,21,35,25,210,93504
35,1025465444,1,51470,503,28,38,15,144,60698,41706,594,15,24,28,103,58897
36,1025640332,1,76264,723,37,47,41,203,126955,78205,765,41,75,37,236,173829
37,1025775190,1,44607,380,34,39,16,69,60458,30697,359,16,13,34,83,43478
38,1025821853,1,77002,574,52,73,32,156,133696,62054,674,31,55,52,160,100033
39,1025844634,1,63541,595,36,66,26,176,109817,51696,575,26,54,36,124,83403
40,1026828281,1,76620,759,42,42,29,241,108112,67116,820,29,34,42,260,117278
41,1026868859,1,27763,71,24,16,15,66,56505,26584,137,22,21,13,105,52094
42,1027386956,1,51363,614,21,35,8,165,60393,44836,652,8,9,21,154,61881
43,1028044205,1,58113,602,28,55,28,213,72840,50747,560,28,54,28,170,76777
44,1028573984,1,16899,42,2,41,7,57,16543,15898,61,5,22,10,81,23184
45,1030992339,1,19420,324,6,14,10,41,24281,20567,364,10,6,11,37,26056
46,1031457961,1,41854,475,25,29,13,71,53655,33885,414,13,18,26,95,31177
47,1031558759,1,72987,685,54,91,30,193,129828,65692,729,30,36,56,184,110984
48,1031622870,1,40455,428,24,26,11,92,41360,28764,345,11,14,24,51,28785
49,1033455603,1,51738,520,28,39,15,143,71129,38602,477,15,18,28,102,54298
50,1033460101,1,80095,683,48,42,51,268,110609,71419,709,50,64,48,215,124212
51,1033949061,1,68663,599,43,70,35,212,120484,63817,741,34,33,43,209,109599
52,1033967587,1,43490,477,25,33,22,76,51224,37282,395,22,23,25,96,47613
53,1033981905,1,65850,703,32,52,23,170,92215,54491,673,23,27,32,136,82128
54,1033995118,1,35258,397,24,21,4,54,39481,22769,311,4,7,24,32,21767
55,1034540631,1,46358,516,30,28,9,105,59284,31248,424,9,7,30,64,33396
56,1035301818,1,50312,585,23,33,13,152,43665,40244,557,13,13,23,121,39681
57,1035600919,1,59679,579,32,53,11,158,66875,44960,644,11,19,32,133,56148
58,1035625520,1,49602,520,34,59,14,161,72317,38080,491,14,19,34,95,50800
59,1036656962,1,20175,340,14,8,6,26,26374,15936,324,4,3,12,32,14352
60,1036659446,1,45505,563,26,31,21,114,57262,42244,519,21,37,26,96,48652
61,1036673156,1,48879,568,26,44,18,150,70909,40885,478,18,28,26,111,44144
62,1036694007,1,33924,560,20,13,10,71,38902,26171,536,4,12,13,49,25398
63,1037516377,1,48511,510,29,40,10,101,64949,32709,442,10,14,29,76,43680
64,1038435724,1,33576,385,24,33,5,71,40326,24050,329,5,1,24,58,29056
65,1038446409,1,32360,302,19,28,4,56,28142,16908,185,4,4,19,23,13431
66,1038742236,1,41228,425,23,29,7,95,58149,29548,409,7,10,23,79,34932
67,1038764563,1,58487,548,35,64,26,140,93204,49840,540,26,42,35,157,81892
68,1038768036,1,43166,442,27,31,16,82,57570,35461,386,16,17,27,80,37293
69,1039040170,1,64521,744,34,42,31,184,108576,62123,741,31,31,34,231,106265
70,1042892834,1,81176,696,46,60,42,211,172101,69560,675,42,65,46,223,152914
71,1042920259,1,43863,473,24,35,9,88,59338,31177,378,9,14,24,87,40689
72,1043295203,1,49322,596,27,45,12,148,59828,42332,580,12,17,27,96,50086
73,1043304289,1,44369,518,19,14,11,70,47593,31771,374,11,17,19,82,41542
74,1043320452,1,49470,484,31,53,11,114,68167,37354,465,11,12,31,62,39492
75,1043439457,1,55325,549,29,38,16,124,83845,39605,499,16,22,29,137,66991
76,1043494287,1,50057,520,24,34,12,112,63422,36758,477,12,22,24,97,38557
77,1043498184,1,62264,529,45,67,30,171,112526,52902,550,30,42,45,110,109946
78,1043522261,1,79209,614,56,80,44,188,163884,69203,633,44,84,56,124,126025
79,1043581042,1,56141,616,27,53,23,171,96368,52428,575,22,40,27,139,82719
80,1048436035,1,58457,749,15,19,22,168,79620,54219,623,22,49,15,183,64839
81,1048437842,1,60861,616,34,45,20,174,83320,50966,675,20,20,34,144,71133
82,1048947028,1,60146,673,34,62,20,183,85278,51018,633,20,42,34,124,69282
83,1049219900,1,76726,666,50,94,37,183,147584,69151,638,37,79,50,212,149909
84,1049985792,1,51685,561,22,34,15,146,64196,42270,584,14,14,22,97,38902
85,1051347447,1,49739,559,28,39,20,117,67444,38033,453,20,33,28,106,54090
86,1051348339,1,48012,503,30,43,20,106,69303,44392,517,20,21,30,142,48656
87,1051438144,1,39821,405,21,30,11,97,45688,28971,414,10,8,21,85,37274
88,1051471049,1,59538,555,38,53,26,144,98692,53375,584,26,48,38,123,87578
89,1051620782,1,55337,724,22,63,12,209,75964,46995,598,12,24,22,203,47394
90,1052447510,1,70351,646,40,64,40,258,125284,64989,620,40,49,40,234,123378
91,1052449068,1,65512,590,34,68,32,188,96316,59460,573,32,61,35,201,89990
92,1052469393,1,71658,736,43,72,26,235,133547,64051,699,26,35,43,244,92070
93,1052586009,1,49595,590,21,25,7,128,58052,35654,534,7,7,21,104,40142
94,1052658292,1,52147,541,35,47,19,107,75064,40350,419,19,33,35,131,54437
95,1052662961,1,67776,698,34,68,21,187,124708,64555,763,21,37,34,185,95501
96,1052668531,1,54844,531,31,41,16,140,75749,40841,527,16,21,31,131,61285
97,1052895832,1,56695,573,39,59,26,176,109552,50498,530,26,41,39,141,83332
98,1052902663,1,41090,445,16,23,8,85,45451,28669,359,8,14,16,58,36573
99,1052906878,1,50032,454,28,45,16,134,67478,40914,515,16,22,28,111,48792
100,1052910461,1,37105,422,23,30,12,72,42954,29997,394,12,11,23,58,40315
101,1052914478,1,49049,468,31,52,16,124,71547,39770,430,16,14,31,82,51434
102,1052947140,1,59543,523,41,76,22,152,93074,50492,617,22,29,41,136,86578
103,1052974672,1,61016,683,28,33,26,202,80751,55758,653,26,36,28,151,69013
104,1052983768,1,39083,289,32,31,7,80,58784,24136,239,7,12,31,55,27812
105,1053177635,1,51260,549,31,39,18,105,80663,39294,436,18,20,31,112,60485
106,1053211669,1,65152,577,40,64,37,114,106458,58056,544,37,54,40,151,82886
107,1053455521,1,39055,452,23,45,8,85,40782,25060,307,8,11,23,45,25372
108,1053472271,1,62712,698,31,55,7,177,89160,47889,694,7,12,31,183,74418
109,1053494512,1,45111,533,23,30,13,141,56141,36588,461,13,26,23,107,38703
110,1053517793,1,48510,552,21,43,14,144,65543,39764,555,14,23,21,116,38816
111,1053611528,1,62118,668,34,52,33,177,105983,63150,635,33,35,34,173,107639
112,1053865964,1,55376,688,23,42,8,180,71708,45677,720,8,18,23,145,58204
113,1054388823,1,57200,650,29,44,26,174,74315,53172,628,26,36,29,123,68549
114,1054393993,1,45691,414,39,26,10,84,65251,29092,279,10,9,39,30,26935
115,1054428875,1,68384,667,38,66,23,205,106887,55525,697,23,37,38,153,86793
116,1054586724,1,37585,382,23,31,5,58,34587,23658,319,5,3,24,36,16444
117,1054587962,1,66586,772,27,48,20,202,118960,60336,785,20,32,27,220,99614
118,1054630343,1,36715,420,21,20,9,68,44765,26182,333,9,11,21,46,27875
119,1054656231,1,48854,599,26,33,11,108,51948,37155,502,11,18,26,94,43879
120,1055307619,1,68319,644,36,38,26,190,107842,54843,651,26,41,36,150,82548
121,1055322060,1,51730,538,32,44,19,153,86837,43647,509,19,24,32,134,66690
122,1055670005,1,48287,614,22,49,14,134,61709,44001,537,14,17,22,118,44510
123,1055683007,1,57633,473,36,65,18,166,97726,46269,527,18,28,37,108,63125
124,1055697080,1,70435,652,36,56,36,156,121907,67114,678,36,52,37,210,127271
125,1055761508,1,73459,677,40,61,32,276,116981,69285,767,32,39,40,205,111371
126,1055781692,1,40726,485,17,16,8,89,43915,28166,377,8,4,17,53,23981
127,1055795567,1,52486,529,35,32,12,130,72171,38170,463,12,18,35,113,49878
128,1055813904,1,64630,620,41,34,28,149,121068,54748,549,28,37,41,100,81277
129,1055836353,1,70325,613,47,83,27,225,105104,61545,750,27,33,47,200,103438
130,1055840352,1,63160,634,35,54,20,198,103065,50000,591,19,27,35,150,77053
131,1056576374,1,76158,644,53,82,37,222,129725,71253,686,37,73,54,217,132659
132,1056841157,1,48383,516,23,49,10,110,61346,43459,570,10,18,23,123,61589
133,1056865228,1,32708,248,21,47,12,113,47831,28162,197,15,16,26,92,44307
134,1057644269,1,40928,422,23,34,13,118,50731,32452,381,13,18,24,77,39453
135,1058117872,1,56905,644,25,52,15,137,71575,44302,575,15,17,25,148,68291
136,1058145161,1,57593,562,31,50,12,132,71879,42609,606,12,18,31,133,58096
137,1058153084,1,55228,561,30,45,26,125,70368,48428,533,26,52,30,147,69068
138,1058197067,1,62604,662,28,66,24,221,108953,61515,692,24,43,28,207,89698
139,1058382665,1,47717,507,29,43,14,105,65257,37290,496,14,14,29,78,51374
140,1058558120,1,53427,519,33,49,16,173,89207,41200,512,16,15,33,98,49228
141,1058626627,1,53784,485,33,54,26,147,96914,47807,478,26,36,33,135,87809
142,1058643515,1,52200,450,38,39,19,128,69107,37953,478,19,22,38,51,44632
143,1058752053,1,37137,388,22,22,6,91,38452,24562,328,6,7,22,46,26114
144,1058871193,1,64733,580,49,46,23,131,107738,46635,548,23,27,49,70,78879
145,1059005480,1,53731,575,33,59,14,126,84014,44688,568,14,16,33,144,62638
146,1059053063,1,56422,532,35,43,20,138,91948,45212,592,19,29,35,71,63446
147,1059197789,1,19313,75,7,17,11,78,12985,16971,57,7,28,8,84,21526
148,1059218452,1,39011,600,24,30,10,90,58608,32030,581,12,13,17,85,56124
149,1059360744,1,45420,514,25,46,13,102,49950,32190,400,13,21,25,76,43137
150,1059423980,1,81602,949,33,46,39,258,157707,77708,841,39,44,33,272,134352
151,1059591976,1,60961,663,38,50,25,181,104986,58362,683,25,27,38,187,95470
152,1059868740,1,52351,458,33,57,23,122,87642,40622,430,22,32,33,89,53267
153,1059889755,1,76810,763,46,89,33,305,158617,71856,699,33,47,46,218,126343
154,1059925563,1,51881,470,31,42,10,132,71444,35748,453,10,13,31,76,44101
155,1059976667,1,50372,684,18,36,10,171,61443,45001,687,10,20,18,174,39447
156,1060059728,1,73503,665,40,58,28,179,127119,61253,692,28,47,40,195,116359
157,1060099392,1,46292,415,41,59,13,104,65815,31453,361,13,16,41,56,38460
158,1060176943,1,34343,370,22,27,5,55,29871,21596,300,5,8,22,36,17440
159,1060410439,1,66694,805,31,46,25,162,98918,67543,862,25,40,31,216,102244
160,1060426577,1,15098,222,9,7,5,49,29637,11503,154,10,7,7,16,24910
161,1060452751,1,51177,547,28,55,15,166,86808,42241,543,15,17,28,88,76403
162,1060457446,1,49827,471,37,48,22,89,84632,39522,398,22,33,37,102,66407
163,1060462184,1,56197,684,18,30,12,199,70797,46306,724,12,15,18,181,54618
164,1060588866,1,52724,382,32,57,24,161,100163,45582,506,23,47,35,95,90835
165,1060591261,1,76044,797,43,88,34,244,155610,72675,722,34,77,43,231,145206
166,1060687204,1,26699,347,11,16,6,70,23071,20643,341,7,4,13,53,25236
167,1060696904,1,39406,482,16,16,6,101,31479,29943,481,6,1,16,66,27592
168,1060725970,1,49254,472,32,42,13,106,58235,32699,416,13,17,32,103,48686
169,1060734272,1,4876,49,0,0,0,5,645,4458,30,0,0,0,1,881
170,1060745967,1,42163,424,23,51,16,99,48646,36762,477,16,22,23,82,41744
171,1060749264,1,67698,701,35,53,22,215,113125,54916,706,22,40,35,155,77630
172,1060771996,1,68837,604,50,55,27,222,112158,53575,588,27,46,50,167,90753
173,1060775837,1,38613,456,16,20,13,82,45412,29699,378,13,20,16,77,41026
174,1060777870,1,37427,459,21,24,4,69,35528,22921,282,4,2,21,31,20573
175,1060802201,1,48648,461,33,38,21,108,78948,41157,474,21,36,33,124,74111
176,1060813666,1,61604,489,50,54,34,135,112938,50992,486,33,40,51,137,75599
177,1061301110,1,40691,504,18,31,9,120,47261,35747,486,9,12,18,96,38815
178,1061471329,1,63320,554,33,64,22,142,86228,52105,564,22,38,33,184,77046
179,1061476809,1,65111,537,54,62,30,120,113649,49889,450,30,44,54,143,100599
180,1061601491,1,61310,582,36,79,24,126,91162,58354,669,24,33,37,167,112034
181,1061644947,1,64583,679,34,57,25,203,100753,57318,698,25,36,34,194,95834
182,1061818791,1,49455,535,27,34,17,127,70157,43533,580,16,21,27,97,57491
183,1062230112,1,68716,658,40,85,30,185,131015,62224,600,30,70,40,174,112841
184,1062235828,1,46160,504,22,31,16,125,53880,35609,416,16,29,22,60,42273
185,1062275829,1,72157,818,24,60,32,335,121084,74408,815,32,58,24,315,113172
186,1062284908,1,66031,760,28,64,21,199,96590,52199,689,21,37,28,171,68954
187,1062305608,1,46439,540,20,50,3,162,52971,32709,551,3,7,21,136,34879
188,1062320332,1,46559,592,24,36,2,124,51494,28509,449,2,5,24,119,26938
189,1062458534,1,76813,734,46,80,44,251,135551,74556,796,44,47,46,169,145848
190,1062474331,1,51821,511,30,40,17,125,68451,40533,528,17,30,30,96,52601
191,1062479296,1,64843,536,39,66,36,120,99772,56827,609,36,44,39,127,102425
192,1062496163,1,57884,574,35,63,20,147,81622,47962,467,20,26,36,146,72037
193,1062518439,1,46456,502,26,28,13,108,48100,37157,465,13,17,26,80,48135
194,1062548239,1,59861,601,41,59,21,156,98655,46916,589,21,24,42,127,82772
195,1062566907,1,35427,340,27,34,4,76,39772,20826,207,6,6,26,76,18947
196,1062845857,1,10986,144,10,7,7,15,20890,9463,140,3,7,9,10,16589
197,1062888050,1,36708,372,23,28,5,65,38812,22535,318,5,6,23,51,23393
198,1063013727,1,62368,745,29,58,22,204,120537,59932,673,22,44,29,169,103433
199,1063017797,1,53202,508,35,61,17,112,75995,39184,473,17,23,36,94,55848
200,1063023887,1,61090,501,55,60,39,123,119051,50903,446,38,62,55,103,75529
201,1063108444,1,48831,511,28,42,12,133,60166,36057,430,12,27,28,104,51631
202,1063143841,1,60338,640,34,63,23,218,86381,54125,674,23,20,34,194,92355
203,1063146046,1,26619,316,12,14,3,60,20918,19357,303,3,3,12,40,12423
204,1063158457,1,64860,670,38,64,25,221,105492,59486,669,25,29,38,202,125292
205,1063169026,1,58480,636,29,47,26,151,79056,54288,599,26,27,29,136,61354
206,1063238709,1,63398,539,44,72,31,152,110888,54331,541,31,47,44,101,112214
207,1063284622,1,44370,470,24,42,12,110,65893,33541,462,12,16,24,69,38185
208,1063368229,1,64153,737,34,38,23,202,82073,53290,701,23,33,34,154,73406
209,1063441855,1,49701,403,36,47,23,112,75269,43480,431,23,22,36,95,62340
210,1063480754,1,40836,482,28,30,4,65,46286,23995,360,4,4,28,63,31512
211,1063499887,1,39114,444,24,25,11,97,50299,29821,399,11,13,24,66,29135
212,1063499889,1,63077,542,34,79,27,173,102486,58424,704,27,42,34,169,67677
213,1063517707,1,72752,638,49,68,29,158,115443,60291,679,29,48,49,161,99589
214,1063529202,1,51260,467,29,54,16,151,77677,38164,458,16,25,29,123,50986
215,1063533800,1,57297,604,29,49,24,171,90630,52513,544,24,43,29,153,80804
216,1063573973,1,63347,550,47,72,23,147,123684,50778,519,23,37,47,140,92893
217,1063578484,1,46940,461,31,58,10,130,68991,35875,490,10,16,31,102,50371
218,1063681916,1,59507,495,41,77,32,141,125102,53679,560,32,39,41,145,99951
219,1063687123,1,31551,219,23,51,9,66,38423,23362,234,8,18,23,72,37125
220,1063695350,1,36908,402,19,31,5,80,37067,27178,366,5,2,19,96,30479
221,1063823675,1,48441,573,21,27,9,137,46231,39451,601,9,12,21,127,38843
222,1064166548,1,60731,791,28,52,14,195,95289,57636,729,14,18,28,201,81753
223,1064292764,1,50439,526,26,30,12,166,65362,36972,501,12,20,26,99,58288
224,1064532440,1,54328,617,22,48,25,140,81949,51248,613,24,35,22,164,65434
225,1064593550,1,79417,771,50,65,32,228,137621,69880,748,32,54,50,219,146930
226,1064606751,1,34483,393,23,35,6,51,38207,24707,308,6,8,23,70,23583
227,1064958454,1,63088,515,41,57,25,150,104444,54248,627,25,32,41,135,96565
228,1064990267,1,74960,621,45,102,36,284,144329,70059,640,36,41,45,221,142982
229,1065002940,1,53938,605,23,36,18,146,60453,43752,450,18,35,23,96,61312
230,1065011099,1,61637,632,32,54,25,218,103313,52505,566,25,44,32,176,105907
231,1065018891,1,72178,620,42,82,39,183,124590,71425,717,39,68,42,254,104989
232,1065026143,1,46211,517,29,26,5,75,50518,31253,428,5,5,29,76,33657
233,1065147695,1,62617,619,42,67,20,158,114549,47590,549,20,43,42,138,71070
234,1065174258,1,31340,210,17,33,10,86,43645,27086,217,14,16,15,110,35215
235,1065193152,1,76480,765,32,54,36,220,100285,70663,764,36,56,32,260,106346
236,1065254011,1,68515,660,43,73,25,207,125218,63764,675,25,46,43,160,110898
237,1065493683,1,32345,387,16,21,8,70,36248,27837,353,8,8,16,53,22045
238,1065598985,1,57073,621,29,57,18,189,77122,50411,610,18,30,29,156,74919
239,1065769724,1,48145,492,24,36,18,97,59537,39570,461,18,29,24,75,46419
240,1065835920,1,59048,598,32,56,20,173,94126,50383,594,20,23,32,99,64713
241,1065887766,1,58502,568,43,41,23,163,88769,50440,578,23,22,43,117,59195
242,1065995593,1,23931,369,11,11,12,46,32660,22998,360,11,13,10,44,30374
243,1066049667,1,52448,527,34,27,20,88,67696,37611,347,20,43,34,53,51527
244,1066214012,1,58824,668,28,22,22,137,61955,44952,610,22,32,28,147,54186
245,1066528570,1,74092,640,50,87,31,214,132529,67078,815,31,33,50,147,137199
246,1066559186,1,57746,589,37,63,25,177,95906,49065,530,25,25,37,133,86716
247,1066581129,1,45943,455,29,26,15,94,62906,37764,415,15,19,29,85,46971
248,1066685539,1,57187,522,36,55,32,119,104478,53339,502,32,50,36,171,96544
249,1066834170,1,69015,707,30,36,33,208,118370,62531,801,33,47,30,200,99441
250,1066838102,1,59816,600,25,44,21,199,76524,53143,630,21,39,25,256,87159
251,1066939800,1,77984,884,40,62,29,311,151448,71513,851,29,47,40,239,124254
252,1066942749,1,60879,688,24,34,17,192,69632,49982,670,17,22,24,171,55949
253,1066948936,1,82896,789,40,46,49,230,141587,73609,793,49,73,40,254,121447
254,1067005879,1,63634,496,54,56,31,227,122424,56763,545,31,34,54,132,97030
255,1067039875,1,4908,44,2,3,0,1,2362,3684,40,0,0,3,1,2409
256,1067061085,1,54248,521,32,38,9,187,81043,44883,532,9,12,32,124,56044
257,1067074497,1,66761,565,46,68,29,215,133195,54554,520,29,39,46,154,112244
258,1067135305,1,63709,633,33,65,27,294,103171,60593,696,27,33,33,209,98835
259,1067152310,1,67828,675,36,63,38,196,112385,68789,607,38,75,36,196,118862
260,1067182444,1,55669,524,36,53,25,164,86292,46183,473,25,34,36,138,77223
261,1067364952,1,35449,446,18,11,7,127,36811,31333,456,7,6,18,85,36660
262,1067490512,1,75602,716,43,73,38,186,118188,67334,676,38,47,43,204,120655
263,1067509396,1,56333,702,27,42,17,225,86437,48538,655,17,24,27,160,67232
264,1067596114,1,48112,568,19,33,5,122,61366,34599,573,5,7,19,92,37039
265,1067596155,1,53295,528,34,55,11,118,65714,35511,460,11,15,34,121,37627
266,1067685186,1,37532,412,21,29,12,75,39510,27498,336,11,16,21,94,33228
267,1067691126,1,58563,528,40,33,21,142,81960,41064,423,21,22,40,84,55258
268,1067781161,1,54229,533,34,45,27,132,74051,49450,527,27,39,34,87,72250
269,1067834456,1,50712,538,27,45,20,124,66726,42879,543,20,24,27,116,56923
270,1067844894,1,79650,712,55,90,41,214,158806,73581,713,41,54,55,211,162512
271,1067846691,1,63453,624,41,54,32,148,111172,61513,669,32,33,41,161,112694
272,1067847101,1,48860,388,41,70,22,103,96256,38629,361,22,21,41,90,63670
273,1067849842,1,78247,751,41,91,33,244,142992,68665,752,33,57,41,222,129765
274,1067861318,1,59604,441,42,63,24,122,106088,44439,412,24,42,42,103,68890
275,1067880984,1,58068,571,37,43,20,112,87623,44102,514,18,17,37,106,60905
276,1068135598,1,60255,635,33,51,16,182,85763,47559,574,16,31,33,152,76125
277,1068206594,1,62886,647,34,60,34,168,92182,60194,546,34,66,34,167,83959
278,1068594615,1,46852,481,30,36,11,88,58208,31913,398,11,13,30,68,36996
279,1068616994,1,49653,446,27,40,15,107,68124,40396,492,15,22,27,85,51646
280,1068812850,1,59897,559,41,80,18,160,98326,46857,526,18,32,41,129,83954
281,1069388208,1,68139,616,36,47,30,229,115451,62179,721,30,58,36,174,93221
282,1069766914,1,32843,319,18,22,6,91,35742,24500,283,8,13,16,66,26466
283,1070392024,1,35151,467,25,20,10,62,55900,23451,381,9,4,22,38,26039
284,1079793774,1,51217,539,34,56,12,141,73709,39485,546,12,12,34,134,59204
285,1079827287,1,62064,483,46,63,27,134,86432,49056,514,27,44,46,122,83440
286,1081966610,1,56791,634,29,47,8,201,71618,40568,630,8,17,29,125,35507
287,1081990859,1,62054,685,30,48,20,187,82858,52513,697,19,24,30,159,70131
288,1082004310,1,24520,92,13,25,17,70,45473,21336,62,14,30,19,88,31643
289,1082016596,1,49776,492,28,38,11,153,65655,40687,567,10,10,28,123,42532
290,1082031025,1,44939,430,28,52,10,125,52536,30689,383,10,13,28,105,37129
291,1082034745,1,72465,693,33,55,33,262,95545,66448,691,33,67,33,221,109404
292,1082495185,1,49461,598,28,50,8,150,61355,39764,556,8,17,28,147,52900
293,1082502611,1,52582,542,28,52,22,159,86813,49126,546,22,34,28,187,69714
294,1082504040,1,50593,539,30,49,16,162,69511,43466,530,16,23,30,134,58357
295,1083555227,1,74282,866,34,44,29,215,120519,69387,802,29,42,34,218,115243
296,1083970162,1,44037,553,21,24,11,101,43396,35847,461,11,14,21,104,42766
297,1084097344,1,61652,686,32,52,17,190,82912,50253,661,17,20,32,176,67233
298,1084123302,1,50430,518,25,40,12,122,54747,35331,476,12,12,25,93,39441
299,1084145201,1,66684,647,43,63,27,193,106449,57140,721,27,35,44,158,102017
300,1084492956,1,57203,608,27,50,13,178,91703,44882,609,13,17,27,124,70498
301,1084634733,1,58226,592,33,57,23,104,76723,48264,567,23,24,33,146,69818
302,1084648632,1,50335,482,34,46,15,95,70867,34579,405,15,27,34,74,47960
303,1086959336,1,22152,303,11,18,5,50,37553,22462,369,9,13,10,51,45481
304,1086964184,1,90576,898,57,68,39,290,165702,82197,851,39,68,57,326,171161
305,1086978980,1,56009,456,36,61,22,155,88157,46768,539,22,37,36,128,74627
306,1086992134,1,58104,540,34,62,20,144,88031,50314,580,19,12,34,151,69439
307,1087020203,1,41188,452,24,28,10,86,47925,31633,390,10,12,24,67,35523
308,1087077579,1,61825,584,41,68,13,142,101969,44204,565,13,12,41,108,69575
309,1087086725,1,8259,14,5,9,2,18,7889,6226,9,2,3,8,14,7826
310,1092404894,1,65001,477,52,60,45,130,120445,57656,455,45,79,52,144,96232
311,1092423137,1,77202,684,56,60,43,181,142829,72647,699,43,70,56,165,152223
312,1093006423,1,54598,586,32,37,13,161,66083,42555,528,13,14,32,102,54362
313,1093022500,1,29878,327,10,19,10,62,24750,22663,278,10,10,10,34,20155
314,1093928437,1,72872,804,33,36,35,235,115634,71202,789,35,48,33,267,103449
315,1093964313,1,59902,546,46,63,25,135,103919,48605,498,25,24,46,137,78503
316,1093966970,1,78959,730,50,68,56,209,174542,85605,680,56,98,50,207,190725
317,1093969671,1,58518,619,31,58,20,164,86697,45455,544,18,29,31,130,87080
318,1093988496,1,54741,485,42,38,23,118,78512,42800,461,23,22,42,82,71422
319,1094249332,1,61451,519,46,74,25,148,124258,48868,504,25,40,46,120,87813
320,1095987332,1,79128,639,46,110,23,225,144264,63148,671,23,68,46,161,160936
321,1095995616,1,46495,318,28,47,11,182,91048,34368,273,12,33,22,124,72697
322,1096001954,1,75923,698,32,63,37,247,126718,69588,723,37,83,33,228,148572
323,1096557656,1,56735,501,45,68,15,85,98146,37164,437,14,21,45,83,71239
324,1096566829,1,30308,292,20,41,4,35,46245,18897,147,12,14,18,24,22512
325,1097046646,1,63887,708,29,75,23,207,112237,54491,652,23,52,29,216,80026
326,1097067535,1,59031,633,32,45,14,170,83128,45217,605,14,15,32,149,54764
327,1097616248,1,37975,377,38,63,1,53,50217,18341,189,1,2,38,17,22792
328,1097617827,1,51963,653,16,42,9,188,54925,43935,560,9,13,16,159,40097
329,1098226576,1,54234,655,25,55,11,169,84478,46637,592,11,19,25,188,72108
330,1098227642,1,73788,683,41,84,30,172,134968,64463,686,30,82,41,224,134037
331,1098228318,1,56605,670,27,63,14,161,64780,45782,608,14,22,27,136,57985
332,1098339811,1,21562,337,8,18,9,45,35100,20612,345,9,15,13,49,33722
333,1099441221,1,58709,677,17,32,14,189,90071,52027,732,13,21,17,185,65829
334,1099861312,1,53215,547,31,50,16,165,83564,44384,541,16,18,31,119,74506
335,1099876927,1,61806,498,39,53,29,118,83587,56091,571,29,42,39,144,89291
